,District_Code,District,Province,Code
623,3078,ท้องถิ่นเทศบาลตำบลตลาดแค,นครราชสีมา,30
624,3079,ท้องถิ่นเทศบาลตำบลโนนไทย,นครราชสีมา,30
625,3080,ท้องถิ่นเทศบาลตำบลโคกสวาย,นครราชสีมา,30
626,3081,ท้องถิ่นเทศบาลตำบลหนองกราด,นครราชสีมา,30
627,3082,ท้องถิ่นเทศบาลตำบลด่านขุนทด,นครราชสีมา,30
628,3083,ท้องถิ่นเทศบาลตำบลด่านเกวียน,นครราชสีมา,30
629,3084,ท้องถิ่นเทศบาลตำบลโชคชัย,นครราชสีมา,30
630,3085,ท้องถิ่นเทศบาลตำบลจักราช,นครราชสีมา,30
631,3086,ท้องถิ่นเทศบาลตำบลบ้านเหลื่อม,นครราชสีมา,30
632,3087,ท้องถิ่นเทศบาลตำบลเมืองคง,นครราชสีมา,30
633,3088,ท้องถิ่นเทศบาลตำบลเทพาลัย,นครราชสีมา,30
634,3089,ท้องถิ่นเทศบาลตำบลเสิงสาง,นครราชสีมา,30
635,3090,ท้องถิ่นเทศบาลตำบลโนนสมบูรณ์,นครราชสีมา,30
636,3091,ท้องถิ่นเทศบาลตำบลไทรโยง-ไชยวาล,นครราชสีมา,30
637,3092,ท้องถิ่นเทศบาลตำบลแชะ,นครราชสีมา,30
638,3093,ท้องถิ่นเทศบาลตำบลจระเข้หิน,นครราชสีมา,30
639,3094,ท้องถิ่นเทศบาลตำบลจอหอ,นครราชสีมา,30
640,3095,ท้องถิ่นเทศบาลตำบลโคกกรวด,นครราชสีมา,30
641,3096,ท้องถิ่นเทศบาลตำบลโนนสูง,นครราชสีมา,30
642,3097,ท้องถิ่นเทศบาลเมืองบัวใหญ่,นครราชสีมา,30
643,3098,ท้องถิ่นเทศบาลเมืองปากช่อง,นครราชสีมา,30
644,3099,ท้องถิ่นเทศบาลนครนครราชสีมา,นครราชสีมา,30
645,3101,อำเภอเมืองบุรีรัมย์,บุรีรัมย์,31
646,3102,อำเภอคูเมือง,บุรีรัมย์,31
647,3103,อำเภอกระสัง,บุรีรัมย์,31
648,3104,อำเภอนางรอง,บุรีรัมย์,31
649,3105,อำเภอหนองกี่,บุรีรัมย์,31
650,3106,อำเภอละหานทราย,บุรีรัมย์,31
651,3107,อำเภอประโคนชัย,บุรีรัมย์,31
652,3108,อำเภอบ้านกรวด,บุรีรัมย์,31
653,3109,อำเภอพุทไธสง,บุรีรัมย์,31
654,3110,อำเภอลำปลายมาศ,บุรีรัมย์,31
655,3111,อำเภอสตึก,บุรีรัมย์,31
656,3112,อำเภอปะคำ,บุรีรัมย์,31
657,3113,อำเภอนาโพธิ์,บุรีรัมย์,31
658,3114,อำเภอหนองหงส์,บุรีรัมย์,31
659,3115,อำเภอพลับพลาชัย,บุรีรัมย์,31
660,3116,อำเภอห้วยราช,บุรีรัมย์,31
661,3117,อำเภอโนนสุวรรณ,บุรีรัมย์,31
662,3118,อำเภอชำนิ,บุรีรัมย์,31
663,3119,อำเภอบ้านใหม่ไชยพจน์,บุรีรัมย์,31
664,3120,อำเภอโนนดินแดง,บุรีรัมย์,31
665,3121,อำเภอบ้านด่าน,บุรีรัมย์,31
666,3122,อำเภอแคนดง,บุรีรัมย์,31
667,3123,อำเภอเฉลิมพระเกียรติ,บุรีรัมย์,31
668,3124,กิ่งอำเภอปราสาทเมืองต่ำ,บุรีรัมย์,31
669,3162,ท้องถิ่นเทศบาลตำบลจันดุม,บุรีรัมย์,31
670,3163,ท้องถิ่นเทศบาลตำบลห้วยหิน,บุรีรัมย์,31
671,3164,ท้องถิ่นเทศบาลตำบลสำโรงใหม่,บุรีรัมย์,31
672,3165,ท้องถิ่นเทศบาลตำบลจันทบเพชร,บุรีรัมย์,31
673,3166,ท้องถิ่นเทศบาลตำบลหนองแวง,บุรีรัมย์,31
674,3167,ท้องถิ่นเทศบาลตำบลหนองไม้งาม,บุรีรัมย์,31
675,3168,ท้องถิ่นเทศบาลตำบลบ้านกรวดปัญญาวัฒน์,บุรีรัมย์,31
676,3169,ท้องถิ่นเทศบาลตำบลบ้านด่าน,บุรีรัมย์,31
677,3170,ท้องถิ่นเทศบาลตำบลถาวร,บุรีรัมย์,31
678,3171,ท้องถิ่นเทศบาลตำบลยายแย้มวัฒนา,บุรีรัมย์,31
679,3172,ท้องถิ่นเทศบาลตำบลอิสาณ,บุรีรัมย์,31
680,3173,ท้องถิ่นเทศบาลตำบลโกรกแก้ว,บุรีรัมย์,31
681,3174,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อขุนศรี,บุรีรัมย์,31
682,3175,ท้องถิ่นเทศบาลตำบลตาจง,บุรีรัมย์,31
683,3176,ท้องถิ่นเทศบาลตำบลพนมรุ้ง,บุรีรัมย์,31
684,3177,ท้องถิ่นเทศบาลตำบลแคนดง,บุรีรัมย์,31
685,3178,ท้องถิ่นเทศบาลตำบลโนนดินแดง,บุรีรัมย์,31
686,3179,ท้องถิ่นเทศบาลตำบลบ้านใหม่ไชยพจน์,บุรีรัมย์,31
687,3180,ท้องถิ่นเทศบาลตำบลโนนสุวรรณ,บุรีรัมย์,31
688,3181,ท้องถิ่นเทศบาลตำบลห้วยราช,บุรีรัมย์,31
689,3182,ท้องถิ่นเทศบาลตำบลพลับพลาชัย,บุรีรัมย์,31
690,3183,ท้องถิ่นเทศบาลตำบลหนองหงส์,บุรีรัมย์,31
691,3184,ท้องถิ่นเทศบาลตำบลนาโพธิ์,บุรีรัมย์,31
692,3185,ท้องถิ่นเทศบาลตำบลปะคำ,บุรีรัมย์,31
693,3186,ท้องถิ่นเทศบาลตำบลสตึก,บุรีรัมย์,31
694,3187,ท้องถิ่นเทศบาลตำบลลำปลายมาศ,บุรีรัมย์,31
695,3188,ท้องถิ่นเทศบาลตำบลทะเมนชัย,บุรีรัมย์,31
696,3189,ท้องถิ่นเทศบาลตำบลพุทไธสง,บุรีรัมย์,31
697,3190,ท้องถิ่นเทศบาลตำบลบ้านกรวด,บุรีรัมย์,31
698,3191,ท้องถิ่นเทศบาลตำบลตลาดนิคมปราสาท,บุรีรัมย์,31
699,3192,ท้องถิ่นเทศบาลตำบลประโคนชัย,บุรีรัมย์,31
700,3193,ท้องถิ่นเทศบาลตำบลละหานทราย,บุรีรัมย์,31
701,3194,ท้องถิ่นเทศบาลตำบลหนองกี่,บุรีรัมย์,31
702,3195,ท้องถิ่นเทศบาลตำบลกระสัง,บุรีรัมย์,31
703,3196,ท้องถิ่นเทศบาลตำบลหินเหล็กไฟ,บุรีรัมย์,31
704,3197,ท้องถิ่นเทศบาลตำบลคูเมือง,บุรีรัมย์,31
705,3198,ท้องถิ่นเทศบาลเมืองนางรอง,บุรีรัมย์,31
706,3199,ท้องถิ่นเทศบาลเมืองบุรีรัมย์,บุรีรัมย์,31
707,3201,อำเภอเมืองสุรินทร์,สุรินทร์,32
708,3202,อำเภอชุมพลบุรี,สุรินทร์,32
709,3203,อำเภอท่าตูม,สุรินทร์,32
710,3204,อำเภอจอมพระ,สุรินทร์,32
711,3205,อำเภอปราสาท,สุรินทร์,32
712,3206,อำเภอกาบเชิง,สุรินทร์,32
713,3207,อำเภอรัตนบุรี,สุรินทร์,32
714,3208,อำเภอสนม,สุรินทร์,32
715,3209,อำเภอศีขรภูมิ,สุรินทร์,32
716,3210,อำเภอสังขะ,สุรินทร์,32
717,3211,อำเภอลำดวน,สุรินทร์,32
718,3212,อำเภอสำโรงทาบ,สุรินทร์,32
719,3213,อำเภอบัวเชด,สุรินทร์,32
720,3214,อำเภอพนมดงรัก,สุรินทร์,32
721,3215,อำเภอศรีณรงค์,สุรินทร์,32
722,3216,อำเภอเขวาสินรินทร์,สุรินทร์,32
723,3217,อำเภอโนนนารายณ์,สุรินทร์,32
724,3286,ท้องถิ่นเทศบาลตำบลบัวเชด,สุรินทร์,32
725,3287,ท้องถิ่นเทศบาลตำบลสำโรงทาบ,สุรินทร์,32
726,3288,ท้องถิ่นเทศบาลตำบลลำดวนสุรพินท์,สุรินทร์,32
727,3289,ท้องถิ่นเทศบาลตำบลสังขะ,สุรินทร์,32
728,3290,ท้องถิ่นเทศบาลตำบลศีขรภูมิ,สุรินทร์,32
729,3291,ท้องถิ่นเทศบาลตำบลสนม,สุรินทร์,32
730,3292,ท้องถิ่นเทศบาลตำบลรัตนบุรี,สุรินทร์,32
731,3293,ท้องถิ่นเทศบาลตำบลนิคมปราสาท,สุรินทร์,32
732,3294,ท้องถิ่นเทศบาลตำบลกังแอน,สุรินทร์,32
733,3295,ท้องถิ่นเทศบาลตำบลจอมพระ,สุรินทร์,32
734,3296,ท้องถิ่นเทศบาลตำบลท่าตูม,สุรินทร์,32
735,3297,ท้องถิ่นเทศบาลตำบลชุมพลบุรี,สุรินทร์,32
736,3298,ท้องถิ่นเทศบาลตำบลเมืองที,สุรินทร์,32
737,3299,ท้องถิ่นเทศบาลเมืองสุรินทร์,สุรินทร์,32
738,3301,อำเภอเมืองศรีสะเกษ,ศรีสะเกษ,33
739,3302,อำเภอยางชุมน้อย,ศรีสะเกษ,33
740,3303,อำเภอกันทรารมย์,ศรีสะเกษ,33
741,3304,อำเภอกันทรลักษ์,ศรีสะเกษ,33
742,3305,อำเภอขุขันธ์,ศรีสะเกษ,33
743,3306,อำเภอไพรบึง,ศรีสะเกษ,33
744,3307,อำเภอปรางค์กู่,ศรีสะเกษ,33
745,3308,อำเภอขุนหาญ,ศรีสะเกษ,33
746,3309,อำเภอราษีไศล,ศรีสะเกษ,33
747,3310,อำเภออุทุมพรพิสัย,ศรีสะเกษ,33
748,3311,อำเภอบึงบูรพ์,ศรีสะเกษ,33
749,3312,อำเภอห้วยทับทัน,ศรีสะเกษ,33
750,3313,อำเภอโนนคูณ,ศรีสะเกษ,33
751,3314,อำเภอศรีรัตนะ,ศรีสะเกษ,33
752,3315,อำเภอน้ำเกลี้ยง,ศรีสะเกษ,33
753,3316,อำเภอวังหิน,ศรีสะเกษ,33
754,3317,อำเภอภูสิงห์,ศรีสะเกษ,33
755,3318,อำเภอเมืองจันทร์,ศรีสะเกษ,33
756,3319,อำเภอเบญจลักษ์,ศรีสะเกษ,33
757,3320,อำเภอพยุห์,ศรีสะเกษ,33
758,3321,อำเภอโพธิ์ศรีสุวรรณ,ศรีสะเกษ,33
759,3322,อำเภอศิลาลาด,ศรีสะเกษ,33
760,3323,กิ่งอำเภอทับทิมสยาม,ศรีสะเกษ,33
761,3324,กิ่งอำเภอศรีเมืองทอง,ศรีสะเกษ,33
762,3325,กิ่งอำเภอเขาพระวิหาร,ศรีสะเกษ,33
763,3381,ท้องถิ่นเทศบาลตำบลบุสูง,ศรีสะเกษ,33
764,3382,ท้องถิ่นเทศบาลตำบลกันทรอม,ศรีสะเกษ,33
765,3383,ท้องถิ่นเทศบาลตำบลกระหวัน,ศรีสะเกษ,33
766,3384,ท้องถิ่นเทศบาลตำบลน้ำคำ,ศรีสะเกษ,33
767,3385,ท้องถิ่นเทศบาลตำบลโพธิ์กระสังข์,ศรีสะเกษ,33
768,3386,ท้องถิ่นเทศบาลตำบลพยุห์,ศรีสะเกษ,33
769,3387,ท้องถิ่นเทศบาลตำบลศรีรัตนะ,ศรีสะเกษ,33
770,3388,ท้องถิ่นเทศบาลตำบลห้วยทับทัน,ศรีสะเกษ,33
771,3389,ท้องถิ่นเทศบาลตำบลบึงบูรพ์,ศรีสะเกษ,33
772,3390,ท้องถิ่นเทศบาลตำบลกำแพง,ศรีสะเกษ,33
773,3391,ท้องถิ่นเทศบาลตำบลเมืองคง,ศรีสะเกษ,33
774,3392,ท้องถิ่นเทศบาลตำบลขุนหาญ,ศรีสะเกษ,33
775,3393,ท้องถิ่นเทศบาลตำบลปรางค์กู่,ศรีสะเกษ,33
776,3394,ท้องถิ่นเทศบาลตำบลไพรบึง,ศรีสะเกษ,33
777,3395,ท้องถิ่นเทศบาลตำบลเมืองขุขันธ์,ศรีสะเกษ,33
778,3396,ท้องถิ่นเทศบาลเมืองกันทรลักษ์,ศรีสะเกษ,33
779,3397,ท้องถิ่นเทศบาลตำบลกันทรารมย์,ศรีสะเกษ,33
780,3398,ท้องถิ่นเทศบาลตำบลยางชุมน้อย,ศรีสะเกษ,33
781,3399,ท้องถิ่นเทศบาลเมืองศรีสะเกษ,ศรีสะเกษ,33
782,3401,อำเภอเมืองอุบลราชธานี,อุบลราชธานี,34
783,3402,อำเภอศรีเมืองใหม่,อุบลราชธานี,34
784,3403,อำเภอโขงเจียม,อุบลราชธานี,34
785,3404,อำเภอเขื่องใน,อุบลราชธานี,34
786,3405,อำเภอเขมราฐ,อุบลราชธานี,34
787,3406,อำเภอชานุมาน,อุบลราชธานี,34
788,3407,อำเภอเดชอุดม,อุบลราชธานี,34
789,3408,อำเภอนาจะหลวย,อุบลราชธานี,34
790,3409,อำเภอน้ำยืน,อุบลราชธานี,34
791,3410,อำเภอบุณฑริก,อุบลราชธานี,34
792,3411,อำเภอตระการพืชผล,อุบลราชธานี,34
793,3412,อำเภอกุดข้าวปุ้น,อุบลราชธานี,34
794,3413,อำเภอพนา,อุบลราชธานี,34
795,3414,อำเภอม่วงสามสิบ,อุบลราชธานี,34
796,3415,อำเภอวารินชำราบ,อุบลราชธานี,34
797,3416,อำเภออำนาจเจริญ,อุบลราชธานี,34
798,3417,อำเภอเสนางคนิคม,อุบลราชธานี,34
799,3418,อำเภอหัวตะพาน,อุบลราชธานี,34
800,3419,อำเภอพิบูลมังสาหาร,อุบลราชธานี,34
801,3420,อำเภอตาลสุม,อุบลราชธานี,34
802,3421,อำเภอโพธิ์ไทร,อุบลราชธานี,34
803,3422,อำเภอสำโรง,อุบลราชธานี,34
804,3423,กิ่งอำเภอลืออำนาจ,อุบลราชธานี,34
805,3424,อำเภอดอนมดแดง,อุบลราชธานี,34
806,3425,อำเภอสิรินธร,อุบลราชธานี,34
807,3426,อำเภอทุ่งศรีอุดม,อุบลราชธานี,34
808,3427,อำเภอปทุมราชวงศา,อุบลราชธานี,34
809,3429,อำเภอนาเยีย,อุบลราชธานี,34
810,3430,อำเภอนาตาล,อุบลราชธานี,34
811,3431,อำเภอเหล่าเสือโก้ก,อุบลราชธานี,34
812,3432,อำเภอสว่างวีระวงศ์,อุบลราชธานี,34
813,3433,อำเภอน้ำขุ่น,อุบลราชธานี,34
814,3463,ท้องถิ่นเทศบาลตำบลกุดชมภู,อุบลราชธานี,34
815,3464,ท้องถิ่นเทศบาลตำบลคำน้ำแซบ,อุบลราชธานี,34
816,3465,ท้องถิ่นเทศบาลตำบลหัวนา,อุบลราชธานี,34
817,3466,ท้องถิ่นเทศบาลตำบลโพนงาม,อุบลราชธานี,34
818,3467,ท้องถิ่นเทศบาลตำบลเมืองศรีไค,อุบลราชธานี,34
819,3468,ท้องถิ่นเทศบาลตำบลหนองผือ,อุบลราชธานี,34
820,3469,ท้องถิ่นเทศบาลตำบลขามป้อม,อุบลราชธานี,34
821,3470,ท้องถิ่นเทศบาลตำบลเทพวงศา,อุบลราชธานี,34
822,3471,ท้องถิ่นเทศบาลตำบลปทุม,อุบลราชธานี,34
823,3472,ท้องถิ่นเทศบาลตำบลคอแลน,อุบลราชธานี,34
824,3473,ท้องถิ่น ทต.นิคมสร้างตนเองลำโดมน้อย,อุบลราชธานี,34
825,3474,ท้องถิ่นเทศบาลตำบลกุดประทาย,อุบลราชธานี,34
826,3475,ท้องถิ่นเทศบาลตำบลขามใหญ่,อุบลราชธานี,34
827,3476,ท้องถิ่นเทศบาลตำบลแสนสุข,อุบลราชธานี,34
828,3477,ท้องถิ่นเทศบาลตำบลนาเยีย,อุบลราชธานี,34
829,3478,ท้องถิ่นเทศบาลตำบลช่องเม็ก,อุบลราชธานี,34
830,3479,ท้องถิ่นเทศบาลตำบลโพธิ์ไทร,อุบลราชธานี,34
831,3480,ท้องถิ่นเทศบาลตำบลตาลสุม,อุบลราชธานี,34
832,3481,ท้องถิ่นเทศบาลตำบลอ่างศิลา,อุบลราชธานี,34
833,3482,ท้องถิ่นเทศบาลตำบลห้วยขะยุง,อุบลราชธานี,34
834,3483,ท้องถิ่นเทศบาลตำบลม่วงสามสิบ,อุบลราชธานี,34
835,3484,ท้องถิ่นเทศบาลตำบลกุดข้าวปุ้น,อุบลราชธานี,34
836,3485,ท้องถิ่นเทศบาลตำบลตระการพืชผล,อุบลราชธานี,34
837,3486,ท้องถิ่นเทศบาลตำบลบุณฑริก,อุบลราชธานี,34
838,3487,ท้องถิ่นเทศบาลตำบลน้ำยืน,อุบลราชธานี,34
839,3488,ท้องถิ่นเทศบาลตำบลนาจะหลวย,อุบลราชธานี,34
840,3489,ท้องถิ่นเทศบาลเมืองเดชอุดม,อุบลราชธานี,34
841,3490,ท้องถิ่นเทศบาลตำบลบัวงาม,อุบลราชธานี,34
842,3491,ท้องถิ่นเทศบาลตำบลนาส่วง,อุบลราชธานี,34
843,3492,ท้องถิ่นเทศบาลตำบลเขมราฐ,อุบลราชธานี,34
844,3493,ท้องถิ่นเทศบาลตำบลเขื่องใน,อุบลราชธานี,34
845,3494,ท้องถิ่นเทศบาลตำบลบ้านด่านโขงเจียม,อุบลราชธานี,34
846,3495,ท้องถิ่นเทศบาลตำบลศรีเมืองใหม่,อุบลราชธานี,34
847,3496,ท้องถิ่นเทศบาลตำบลอุบล,อุบลราชธานี,34
848,3497,ท้องถิ่นเทศบาลเมืองพิบูลมังสาหาร,อุบลราชธานี,34
849,3498,ท้องถิ่นเทศบาลเมืองวารินชำราบ,อุบลราชธานี,34
850,3499,ท้องถิ่นเทศบาลนครอุบลราชธานี,อุบลราชธานี,34
851,3501,อำเภอเมืองยโสธร,ยโสธร,35
852,3502,อำเภอทรายมูล,ยโสธร,35
853,3503,อำเภอกุดชุม,ยโสธร,35
854,3504,อำเภอคำเขื่อนแก้ว,ยโสธร,35
855,3505,อำเภอป่าติ้ว,ยโสธร,35
856,3506,อำเภอมหาชนะชัย,ยโสธร,35
857,3507,อำเภอค้อวัง,ยโสธร,35
858,3508,อำเภอเลิงนกทา,ยโสธร,35
859,3509,อำเภอไทยเจริญ,ยโสธร,35
860,3510,กิ่งอำเภอบดินทรเดชา,ยโสธร,35
861,3591,ท้องถิ่นเทศบาลตำบลสามแยก,ยโสธร,35
862,3592,ท้องถิ่นเทศบาลตำบลเลิงนกทา,ยโสธร,35
863,3593,ท้องถิ่นเทศบาลตำบลค้อวัง,ยโสธร,35
864,3594,ท้องถิ่นเทศบาลตำบลฟ้าหยาด,ยโสธร,35
865,3595,ท้องถิ่นเทศบาลตำบลป่าติ้ว,ยโสธร,35
866,3596,ท้องถิ่นเทศบาลตำบลคำเขื่อนแก้ว,ยโสธร,35
867,3597,ท้องถิ่นเทศบาลตำบลกุดชุมพัฒนา,ยโสธร,35
868,3598,ท้องถิ่นเทศบาลตำบลทรายมูล,ยโสธร,35
869,3599,ท้องถิ่นเทศบาลเมืองยโสธร,ยโสธร,35
870,3601,อำเภอเมืองชัยภูมิ,ชัยภูมิ,36
871,3602,อำเภอบ้านเขว้า,ชัยภูมิ,36
872,3603,อำเภอคอนสวรรค์,ชัยภูมิ,36
873,3604,อำเภอเกษตรสมบูรณ์,ชัยภูมิ,36
874,3605,อำเภอหนองบัวแดง,ชัยภูมิ,36
875,3606,อำเภอจัตุรัส,ชัยภูมิ,36
876,3607,อำเภอบำเหน็จณรงค์,ชัยภูมิ,36
877,3608,อำเภอหนองบัวระเหว,ชัยภูมิ,36
878,3609,อำเภอเทพสถิต,ชัยภูมิ,36
879,3610,อำเภอภูเขียว,ชัยภูมิ,36
880,3611,อำเภอบ้านแท่น,ชัยภูมิ,36
881,3612,อำเภอแก้งคร้อ,ชัยภูมิ,36
882,3613,อำเภอคอนสาร,ชัยภูมิ,36
883,3614,อำเภอภักดีชุมพล,ชัยภูมิ,36
884,3615,อำเภอเนินสง่า,ชัยภูมิ,36
885,3616,อำเภอซับใหญ่,ชัยภูมิ,36
886,3617,กิ่งอำเภอภูผาทอง,ชัยภูมิ,36
887,3618,กิ่งอำเภอบ้านเดื่อ,ชัยภูมิ,36
888,3651,สาขาตำบลโนนสำราญ,ชัยภูมิ,36
889,3652,สาขาตำบลบ้านหว่าเฒ่า,ชัยภูมิ,36
890,3653,สาขาตำบลวังชมภู หนองบัวแดง,ชัยภูมิ,36
891,3654,สาขาตำบลซับใหญ่ อำเภอจัตุรัส,ชัยภูมิ,36
892,3655,สาขาตำบลโคกเพชร อำเภอบำเหน็จณรงค์,ชัยภูมิ,36
893,3656,สาขาตำบลนายางกลัก อำเภอเทพสถิต,ชัยภูมิ,36
894,3657,สาขาตำบลบ้านเต่า อำเภอบ้านแท่น,ชัยภูมิ,36
895,3658,สาขาตำบลท่ามะไฟหวาน อำเภอแก้งคร้อ,ชัยภูมิ,36
896,3659,สาขาตำบลโนนคูณ อำเภอคอนสาร,ชัยภูมิ,36
897,3676,ท้องถิ่นเทศบาลตำบลห้วยยาง,ชัยภูมิ,36
898,3677,ท้องถิ่นเทศบาลตำบลบ้านเดื่อ,ชัยภูมิ,36
899,3678,ท้องถิ่นเทศบาลตำบลโคกสะอาด,ชัยภูมิ,36
900,3679,ท้องถิ่นเทศบาลตำบลห้วยแย้,ชัยภูมิ,36
901,3680,ท้องถิ่นเทศบาลตำบลคอนสาร,ชัยภูมิ,36
902,3681,ท้องถิ่นเทศบาลตำบลแก้งคร้อ,ชัยภูมิ,36
903,3682,ท้องถิ่นเทศบาลตำบลนาหนองทุ่ม,ชัยภูมิ,36
904,3683,ท้องถิ่นเทศบาลตำบลบ้านแท่น,ชัยภูมิ,36
905,3684,ท้องถิ่นเทศบาลตำบลภูเขียว,ชัยภูมิ,36
906,3685,ท้องถิ่นเทศบาลตำบลบ้านเพชรภูเขียว,ชัยภูมิ,36
907,3686,ท้องถิ่นเทศบาลตำบลเทพสถิต,ชัยภูมิ,36
908,3687,ท้องถิ่นเทศบาลตำบลหนองบัวระเหว,ชัยภูมิ,36
909,3688,ท้องถิ่นเทศบาลตำบลบำเหน็จณรงค์,ชัยภูมิ,36
910,3689,ท้องถิ่นเทศบาลตำบลบ้านเพชร,ชัยภูมิ,36
911,3690,ท้องถิ่นเทศบาลตำบลหนองบัวโคก,ชัยภูมิ,36
912,3691,ท้องถิ่นเทศบาลตำบลจัตุรัส,ชัยภูมิ,36
913,3692,ท้องถิ่นเทศบาลตำบลหนองบัวแดง,ชัยภูมิ,36
914,3693,ท้องถิ่นเทศบาลตำบลบ้านเป้า,ชัยภูมิ,36
915,3694,ท้องถิ่นเทศบาลตำบลเกษตรสมบูรณ์,ชัยภูมิ,36
916,3695,ท้องถิ่นเทศบาลตำบลคอนสวรรค์,ชัยภูมิ,36
917,3696,ท้องถิ่นเทศบาลตำบลบ้านเขว้า,ชัยภูมิ,36
918,3697,ท้องถิ่นเทศบาลตำบลลาดใหญ่,ชัยภูมิ,36
919,3698,ท้องถิ่นเทศบาลตำบลบ้านค่ายหมื่นแผ้ว,ชัยภูมิ,36
920,3699,ท้องถิ่นเทศบาลเมืองชัยภูมิ,ชัยภูมิ,36
921,3701,อำเภอเมืองอำนาจเจริญ,อำนาจเจริญ,37
922,3702,อำเภอชานุมาน,อำนาจเจริญ,37
923,3703,อำเภอปทุมราชวงศา,อำนาจเจริญ,37
924,3704,อำเภอพนา,อำนาจเจริญ,37
925,3705,อำเภอเสนางคนิคม,อำนาจเจริญ,37
926,3706,อำเภอหัวตะพาน,อำนาจเจริญ,37
927,3707,อำเภอลืออำนาจ,อำนาจเจริญ,37
928,3790,ท้องถิ่นเทศบาลตำบลนายม,อำนาจเจริญ,37
929,3791,ท้องถิ่นเทศบาลตำบลพระเหลา,อำนาจเจริญ,37
930,3792,ท้องถิ่นเทศบาลตำบลอำนาจ,อำนาจเจริญ,37
931,3793,ท้องถิ่นเทศบาลตำบลหัวตะพาน,อำนาจเจริญ,37
932,3794,ท้องถิ่นเทศบาลตำบลเสนางคนิคม,อำนาจเจริญ,37
933,3795,ท้องถิ่นเทศบาลตำบลพนา,อำนาจเจริญ,37
934,3796,ท้องถิ่นเทศบาลตำบลปทุมราชวงศา,อำนาจเจริญ,37
935,3797,ท้องถิ่นเทศบาลตำบลชานุมาน,อำนาจเจริญ,37
936,3798,ท้องถิ่นเทศบาลตำบลน้ำปลีก,อำนาจเจริญ,37
937,3799,ท้องถิ่นเทศบาลเมืองอำนาจเจริญ,อำนาจเจริญ,37
938,3801,อำเภอเมืองบึงกาฬ,บึงกาฬ,38
939,3802,อำเภอพรเจริญ,บึงกาฬ,38
940,3803,อำเภอโซ่พิสัย,บึงกาฬ,38
941,3804,อำเภอเซกา,บึงกาฬ,38
942,3805,อำเภอปากคาด,บึงกาฬ,38
943,3806,อำเภอบึงโขงหลง,บึงกาฬ,38
944,3807,อำเภอศรีวิไล,บึงกาฬ,38
945,3808,อำเภอบุ่งคล้า,บึงกาฬ,38
946,3887,ท้องถิ่นเทศบาลตำบลหอคำ,บึงกาฬ,38
947,3888,ท้องถิ่นเทศบาลตำบลโนนสว่าง,บึงกาฬ,38
948,3889,ท้องถิ่นเทศบาลตำบลวิศิษฐ์,บึงกาฬ,38
949,3890,ท้องถิ่นเทศบาลตำบลศรีวิไล,บึงกาฬ,38
950,3891,ท้องถิ่นเทศบาลตำบลบึงโขงหลง,บึงกาฬ,38
951,3892,ท้องถิ่นเทศบาลตำบลปากคาด,บึงกาฬ,38
952,3893,ท้องถิ่นเทศบาลตำบลศรีพนา,บึงกาฬ,38
953,3894,ท้องถิ่นเทศบาลตำบลท่าสะอาด,บึงกาฬ,38
954,3895,ท้องถิ่นเทศบาลตำบลโซ่พิสัย,บึงกาฬ,38
955,3896,ท้องถิ่นเทศบาลตำบลพรเจริญ,บึงกาฬ,38
956,3897,ท้องถิ่นเทศบาลตำบลดอนหญ้านาง,บึงกาฬ,38
957,3898,ท้องถิ่นเทศบาลเมืองบึงกาฬ,บึงกาฬ,38
958,3901,อำเภอเมืองหนองบัวลำภู,หนองบัวลำภู,39
959,3902,อำเภอนากลาง,หนองบัวลำภู,39
960,3903,อำเภอโนนสัง,หนองบัวลำภู,39
961,3904,อำเภอศรีบุญเรือง,หนองบัวลำภู,39
962,3905,อำเภอสุวรรณคูหา,หนองบัวลำภู,39
963,3906,อำเภอนาวัง,หนองบัวลำภู,39
964,3907,กิ่งอำเภอกุดดินจี่,หนองบัวลำภู,39
965,3908,กิ่งอำเภอยางหล่อ,หนองบัวลำภู,39
966,3909,กิ่งอำเภอหัวนา,หนองบัวลำภู,39
967,3986,ท้องถิ่นเทศบาลตำบลยางหล่อ,หนองบัวลำภู,39
968,3987,ท้องถิ่นเทศบาลตำบลนาเหล่า,หนองบัวลำภู,39
969,3988,ท้องถิ่นเทศบาลตำบลสุวรรณคูหา,หนองบัวลำภู,39
970,3989,ท้องถิ่นเทศบาลตำบลบ้านโคก,หนองบัวลำภู,39
971,3990,ท้องถิ่นเทศบาลตำบลโนนสูงเปลือย,หนองบัวลำภู,39
972,3991,ท้องถิ่นเทศบาลตำบลจอมทอง,หนองบัวลำภู,39
973,3992,ท้องถิ่นเทศบาลตำบลโนนสัง,หนองบัวลำภู,39
974,3993,ท้องถิ่นเทศบาลตำบลกุดดู่,หนองบัวลำภู,39
975,3994,ท้องถิ่นเทศบาลตำบลนากลาง,หนองบัวลำภู,39
976,3995,ท้องถิ่นเทศบาลตำบลกุดดินจี่,หนองบัวลำภู,39
977,3996,ท้องถิ่นเทศบาลตำบลหัวนา,หนองบัวลำภู,39
978,3997,ท้องถิ่นเทศบาลตำบลนามะเฟือง,หนองบัวลำภู,39
979,3998,ท้องถิ่นเทศบาลตำบลนาคำไฮ,หนองบัวลำภู,39
980,3999,ท้องถิ่นเทศบาลเมืองหนองบัวลำภู,หนองบัวลำภู,39
